Hotel Name,City,Budget for 1 day and night (INR),Google Maps Rating
Garden Grill,Chennai,4748,3.6
Hotel Terrace,Chennai,3795,3.3
Hotel Retreat,Chennai,6588,2.9
Royal Delight,Chennai,4098,3.9
Royal Hub,Chennai,6210,4.1
Lounge Spice,Chennai,5464,4.5
Lounge Grill,Chennai,4384,3.3
Garden Corner,Kolkata,3926,2.6
Lounge Paradise,Kolkata,5775,4.9
Royal Heaven,Kolkata,1332,3.4
Plaza Terrace,Kolkata,1699,4.8
The Paradise,Kolkata,5161,4.1
Hotel Spice,Kolkata,896,4.6
Inn Spice,Kolkata,6817,4.0
Cafe Delight,Bengaluru,812,3.4
The Corner,Bengaluru,3878,4.8
Inn Oasis,Bengaluru,1179,3.7
Plaza Corner,Bengaluru,6198,3.0
Bistro Heaven,Bengaluru,3833,5.0
Inn Paradise,Bengaluru,4821,4.4
Inn Corner,Bengaluru,1233,2.9
Inn Oasis,Bengaluru,3205,5.0
Palace Oasis,Hyderabad,6172,4.4
Palace Oasis,Hyderabad,4176,3.5
Lounge Corner,Hyderabad,2615,3.3
Garden Terrace,Hyderabad,5576,2.5
Lounge Corner,Hyderabad,1649,3.1
Resort Spice,Hyderabad,6046,3.0
Plaza Retreat,Hyderabad,3710,3.8
Plaza Heaven,Hyderabad,4209,4.2
The Grill,Hyderabad,2257,3.0
Garden Spice,Hyderabad,4156,4.1
Inn Grill,Pune,5562,4.3
Bistro Retreat,Pune,6168,3.8
Inn Spice,Pune,2110,3.4
Lounge Retreat,Pune,5700,3.0
Royal Hub,Pune,6849,3.7
Lounge Spice,Pune,1326,3.4
Royal Spice,Pune,5369,4.5
Bistro Hub,Pune,6399,2.6
Resort Paradise,Pune,2144,5.0
Royal Hub,Pune,6561,3.9
Bistro Grill,Ahmedabad,962,2.8
Cafe Oasis,Ahmedabad,3740,4.3
Bistro Heaven,Ahmedabad,1579,4.8
Resort Oasis,Ahmedabad,6923,3.9
Cafe Grill,Ahmedabad,6826,2.9
Royal Delight,Ahmedabad,5496,4.5
Garden Hub,Ahmedabad,4221,4.8
Royal Oasis,Ahmedabad,4374,4.5
Hotel Hub,Jaipur,6493,4.0
Hotel Corner,Jaipur,2057,4.7
Plaza Hub,Jaipur,6057,3.0
Hotel Terrace,Jaipur,4590,4.4
Palace Corner,Jaipur,3382,3.7
Palace Corner,Jaipur,4390,3.8
Lounge Retreat,Jaipur,5719,3.6
Cafe Heaven,Lucknow,6349,2.5
Palace Spice,Lucknow,2994,4.5
Cafe Paradise,Lucknow,2999,3.7
Inn Paradise,Lucknow,5380,2.6
The Spice,Lucknow,2820,2.6
Bistro Heaven,Lucknow,6503,2.5
Royal Retreat,Delhi,4853,3.3
Resort Hub,Delhi,3705,4.4
Plaza Grill,Delhi,6457,4.3
Hotel Corner,Delhi,3405,3.8
Lounge Delight,Delhi,3583,4.6
Hotel Oasis,Delhi,6086,4.3
Bistro Hub,Delhi,2761,4.5
Inn Heaven,Delhi,1077,3.3
Garden Hub,Delhi,2932,4.3
Lounge Terrace,Delhi,5107,4.6
Hotel Retreat,Mumbai,1248,2.6
Resort Terrace,Mumbai,3335,3.1
Palace Oasis,Mumbai,3686,4.9
Cafe Hub,Mumbai,3804,3.0
Palace Paradise,Mumbai,5879,4.1
Resort Corner,Mumbai,4867,3.3
Lounge Grill,Mumbai,5513,3.1
Garden Oasis,Mumbai,966,4.0
Resort Heaven,Mumbai,6884,4.9
Resort Paradise,Mumbai,5856,4.4
Palace Spice,Chennai,4726,3.1
Hotel Retreat,Chennai,4972,4.0
Royal Spice,Chennai,3879,2.7
The Terrace,Chennai,5856,3.6
Palace Hub,Chennai,5309,3.5
Bistro Spice,Chennai,5113,3.7
Resort Retreat,Chennai,5090,2.9
Cafe Delight,Kolkata,833,3.3
Palace Corner,Kolkata,1737,3.1
Inn Terrace,Kolkata,1268,3.8
Plaza Hub,Kolkata,2687,3.8
Bistro Heaven,Kolkata,5869,4.5
Inn Retreat,Kolkata,1534,3.1
The Heaven,Kolkata,1554,3.4
Garden Corner,Bengaluru,1855,2.8
Resort Terrace,Bengaluru,2489,2.9
Plaza Heaven,Bengaluru,1531,3.7
Garden Heaven,Bengaluru,5153,3.1
Bistro Heaven,Bengaluru,4119,2.6
Cafe Spice,Bengaluru,4298,3.7
Royal Hub,Bengaluru,5812,3.6
Garden Delight,Bengaluru,4430,4.6
Garden Oasis,Hyderabad,1299,3.5
The Terrace,Hyderabad,4367,4.6
Inn Paradise,Hyderabad,6866,2.6
Palace Hub,Hyderabad,4682,4.8
Hotel Delight,Hyderabad,4460,4.4
Plaza Corner,Hyderabad,6274,3.7
Cafe Paradise,Hyderabad,2144,3.3
Hotel Grill,Hyderabad,1350,4.1
Plaza Grill,Hyderabad,5090,3.0
Palace Delight,Hyderabad,5429,3.8
Plaza Spice,Pune,6274,4.7
Bistro Corner,Pune,3375,2.6
The Hub,Pune,2635,4.5
Royal Delight,Pune,5580,3.6
Inn Spice,Pune,4718,2.8
Lounge Heaven,Pune,6715,4.3
Inn Heaven,Pune,2102,2.9
Garden Hub,Pune,861,2.9
Inn Oasis,Pune,4002,3.1
Inn Delight,Pune,4323,3.5
Inn Paradise,Ahmedabad,1448,4.3
Plaza Delight,Ahmedabad,5391,4.2
Cafe Grill,Ahmedabad,1645,3.5
Royal Spice,Ahmedabad,6236,3.3
Royal Oasis,Ahmedabad,6755,4.7
Cafe Delight,Ahmedabad,1020,4.9
Palace Retreat,Ahmedabad,5423,4.0
Lounge Corner,Ahmedabad,1839,4.2
Palace Paradise,Jaipur,1692,2.8
Inn Hub,Jaipur,5348,3.1
Cafe Spice,Jaipur,1686,3.7
Hotel Corner,Jaipur,6160,4.7
Royal Delight,Jaipur,2077,3.1
Bistro Spice,Jaipur,3153,4.7
Palace Spice,Jaipur,5100,5.0
Palace Retreat,Lucknow,4171,4.1
Palace Terrace,Lucknow,3592,4.4
Garden Retreat,Lucknow,5129,4.9
Bistro Paradise,Lucknow,5272,3.7
Lounge Hub,Lucknow,6255,3.3
Garden Spice,Lucknow,1460,3.8
Resort Retreat,Delhi,6327,4.7
Resort Terrace,Delhi,5165,4.4
Garden Heaven,Delhi,2550,4.7
Inn Corner,Delhi,4240,3.2
Garden Retreat,Delhi,4852,4.0
Royal Paradise,Delhi,5726,3.8
Royal Grill,Delhi,2297,4.0
Inn Retreat,Delhi,1458,3.4
Cafe Paradise,Delhi,2801,4.3
Resort Paradise,Delhi,5178,4.4
Cafe Spice,Mumbai,6570,2.7
Hotel Oasis,Mumbai,4933,4.6
Garden Retreat,Mumbai,1763,2.9
The Heaven,Mumbai,5663,3.7
Lounge Corner,Mumbai,5035,3.8
Bistro Terrace,Mumbai,2549,4.2
Lounge Corner,Mumbai,5554,3.2
Hotel Spice,Mumbai,5288,4.1
Palace Spice,Mumbai,2773,2.8
Hotel Oasis,Mumbai,6434,4.3
Bistro Terrace,Chennai,2415,3.9
Garden Delight,Chennai,2243,3.3
Bistro Paradise,Chennai,2884,2.8
Resort Delight,Chennai,2470,4.1
Hotel Grill,Chennai,4605,2.7
Plaza Spice,Chennai,1628,2.8
The Hub,Chennai,2522,4.4
Hotel Paradise,Kolkata,4577,3.5
Hotel Corner,Kolkata,5184,2.7
Royal Terrace,Kolkata,4963,3.9
Bistro Hub,Kolkata,4649,2.7
Resort Grill,Kolkata,1732,4.5
Plaza Delight,Kolkata,2792,3.9
Palace Retreat,Kolkata,6055,4.1
Cafe Spice,Bengaluru,6870,2.6
Resort Hub,Bengaluru,3467,4.9
Hotel Corner,Bengaluru,2885,4.2
Hotel Grill,Bengaluru,5428,2.7
Royal Grill,Bengaluru,6234,5.0
Inn Oasis,Bengaluru,1822,3.9
Royal Terrace,Bengaluru,2903,4.6
Cafe Oasis,Bengaluru,6371,4.8
Palace Oasis,Hyderabad,4550,2.7
The Retreat,Hyderabad,982,4.1
Lounge Terrace,Hyderabad,1384,4.3
Bistro Terrace,Hyderabad,4969,3.4
Palace Delight,Hyderabad,2333,4.3
Hotel Delight,Hyderabad,2481,3.1
Resort Heaven,Hyderabad,5052,3.8
The Delight,Hyderabad,3786,2.6
Palace Grill,Hyderabad,3895,2.7
Garden Paradise,Hyderabad,1864,4.8
Hotel Paradise,Pune,4132,4.2
Royal Paradise,Pune,4000,4.9
Lounge Oasis,Pune,3272,3.1
Plaza Heaven,Pune,973,5.0
Plaza Hub,Pune,3652,2.9
Garden Heaven,Pune,2517,3.2
Garden Retreat,Pune,856,3.3
Hotel Delight,Pune,6940,2.6
Royal Heaven,Pune,5953,3.9
Cafe Oasis,Pune,2183,2.6
The Grill,Ahmedabad,4542,3.5
Palace Oasis,Ahmedabad,1819,2.6
The Grill,Ahmedabad,6966,3.6
Hotel Oasis,Ahmedabad,5318,2.7
Garden Oasis,Ahmedabad,3630,3.8
The Hub,Ahmedabad,3473,4.6
Resort Heaven,Ahmedabad,5059,4.2
Cafe Oasis,Ahmedabad,5713,2.5
Palace Retreat,Jaipur,863,4.9
Inn Heaven,Jaipur,3237,4.4
Plaza Corner,Jaipur,1897,4.4
Garden Paradise,Jaipur,5099,3.5
Garden Grill,Jaipur,5142,2.5
Cafe Heaven,Jaipur,4732,3.1
Palace Spice,Jaipur,2960,3.2
Royal Terrace,Lucknow,4625,4.3
The Oasis,Lucknow,5119,4.0
Palace Terrace,Lucknow,1935,4.0
Lounge Heaven,Lucknow,3087,3.4
Inn Spice,Lucknow,3344,3.9
Palace Hub,Lucknow,1067,4.5
The Paradise,Delhi,6585,3.5
Inn Hub,Delhi,6970,3.4
Bistro Retreat,Delhi,4747,3.7
Inn Hub,Delhi,6046,2.8
Palace Delight,Delhi,4193,4.8
Hotel Spice,Delhi,4395,2.8
Hotel Corner,Delhi,4967,2.8
Inn Spice,Delhi,5148,4.6
Cafe Grill,Delhi,1014,4.4
Inn Heaven,Delhi,4849,4.8
Palace Heaven,Mumbai,5380,3.4
Cafe Hub,Mumbai,6387,3.6
Garden Delight,Mumbai,2427,4.9
Lounge Oasis,Mumbai,5778,3.7
Lounge Grill,Mumbai,5865,3.2
Garden Paradise,Mumbai,1913,4.7
Lounge Paradise,Mumbai,2889,2.7
Palace Heaven,Mumbai,3130,4.8
Bistro Spice,Mumbai,6558,4.4
Plaza Delight,Mumbai,5867,3.2
Cafe Terrace,Chennai,5192,4.3
Royal Paradise,Chennai,2600,4.1
Lounge Spice,Chennai,6166,5.0
Hotel Delight,Chennai,3277,4.2
Bistro Hub,Chennai,3687,3.0
Hotel Paradise,Chennai,5180,4.5
Bistro Delight,Chennai,6830,3.7
Cafe Hub,Kolkata,1900,3.4
Palace Paradise,Kolkata,1865,4.5
Hotel Grill,Kolkata,2392,3.0
Plaza Retreat,Kolkata,2735,4.5
The Spice,Kolkata,4171,3.8
Palace Oasis,Kolkata,2018,2.9
Lounge Spice,Kolkata,2381,4.9
The Hub,Bengaluru,1554,3.7
Resort Heaven,Bengaluru,6368,3.2
Inn Grill,Bengaluru,2012,4.0
Hotel Spice,Bengaluru,1020,4.0
The Paradise,Bengaluru,1493,3.0
Resort Delight,Bengaluru,3823,4.6
The Hub,Bengaluru,1126,3.6
Resort Retreat,Bengaluru,4876,2.7
Plaza Retreat,Hyderabad,4997,4.3
Hotel Grill,Hyderabad,2432,2.5
Inn Spice,Hyderabad,6337,3.4
The Terrace,Hyderabad,2597,5.0
Bistro Grill,Hyderabad,4211,3.5
Palace Terrace,Hyderabad,5202,4.9
Resort Delight,Hyderabad,1250,3.6
The Terrace,Hyderabad,1087,4.6
Inn Delight,Hyderabad,953,4.5
Garden Paradise,Hyderabad,6267,2.5
Lounge Paradise,Pune,1884,3.8
The Spice,Pune,6202,4.6
Lounge Heaven,Pune,5861,4.9
Garden Delight,Pune,6369,4.4
Lounge Heaven,Pune,3549,3.9
Resort Terrace,Pune,4465,3.2
Inn Grill,Pune,3007,3.0
Inn Delight,Pune,3720,4.6
Lounge Heaven,Pune,1175,4.6
The Retreat,Pune,3139,2.7
Bistro Spice,Ahmedabad,1061,4.1
Palace Terrace,Ahmedabad,6047,4.3
Resort Oasis,Ahmedabad,5960,2.6
Inn Paradise,Ahmedabad,6633,3.5
Hotel Oasis,Ahmedabad,1291,4.3
Bistro Delight,Ahmedabad,3491,3.1
Palace Delight,Ahmedabad,2471,4.1
Plaza Heaven,Ahmedabad,5176,3.6
Inn Hub,Jaipur,2013,3.1
Hotel Paradise,Jaipur,4882,2.7
Garden Corner,Jaipur,3776,2.6
Royal Oasis,Jaipur,6218,4.8
Resort Heaven,Jaipur,4211,2.8
Cafe Corner,Jaipur,5256,3.7
Inn Delight,Jaipur,4764,4.3
Garden Corner,Lucknow,5738,3.6
Royal Oasis,Lucknow,5425,4.9
Palace Heaven,Lucknow,4209,4.6
Cafe Retreat,Lucknow,1549,3.1
Garden Corner,Lucknow,1941,4.5
Bistro Retreat,Lucknow,3410,2.6
Lounge Heaven,Delhi,2661,3.9
Inn Heaven,Delhi,4245,3.3
Garden Paradise,Delhi,1570,4.0
Plaza Hub,Delhi,6192,3.7
Lounge Delight,Delhi,3661,4.1
Palace Heaven,Delhi,2012,3.9
Bistro Heaven,Delhi,4912,2.9
Bistro Spice,Delhi,2971,4.7
Palace Corner,Delhi,3350,4.6
The Grill,Delhi,6971,3.2
Resort Heaven,Mumbai,3782,4.0
Cafe Heaven,Mumbai,3836,3.7
The Retreat,Mumbai,813,3.7
Royal Terrace,Mumbai,939,4.7
Inn Grill,Mumbai,2640,4.8
Resort Corner,Mumbai,2264,4.5
Palace Paradise,Mumbai,4474,4.6
Royal Grill,Mumbai,1784,2.7
Inn Corner,Mumbai,6045,3.2
Plaza Grill,Mumbai,2624,3.4
Resort Spice,Chennai,3160,4.7
Garden Heaven,Chennai,1210,4.4
Hotel Delight,Chennai,3218,4.1
Hotel Heaven,Chennai,2677,3.8
Palace Spice,Chennai,5177,4.8
Plaza Delight,Chennai,6903,4.5
The Heaven,Chennai,1008,4.6
Resort Grill,Kolkata,6339,3.9
Hotel Heaven,Kolkata,2257,3.9
Garden Hub,Kolkata,930,3.9
Hotel Corner,Kolkata,3546,4.0
Bistro Hub,Kolkata,2028,3.8
Hotel Terrace,Kolkata,5158,4.0
Hotel Hub,Kolkata,1495,3.9
Royal Grill,Bengaluru,1832,3.5
Cafe Corner,Bengaluru,6294,4.9
Cafe Delight,Bengaluru,1291,3.9
Lounge Oasis,Bengaluru,2641,4.5
Garden Terrace,Bengaluru,6654,3.0
Garden Terrace,Bengaluru,6051,4.8
Plaza Delight,Bengaluru,4366,5.0
Plaza Paradise,Bengaluru,4179,4.2
Resort Retreat,Hyderabad,1053,3.2
Palace Heaven,Hyderabad,5724,3.7
Cafe Hub,Hyderabad,4944,4.7
Palace Delight,Hyderabad,1383,4.5
Garden Paradise,Hyderabad,4877,3.2
Lounge Spice,Hyderabad,6274,3.7
Cafe Delight,Hyderabad,5994,4.1
Garden Oasis,Hyderabad,3243,3.8
Cafe Delight,Hyderabad,3042,4.0
Hotel Delight,Hyderabad,933,2.8
Plaza Oasis,Pune,3691,3.6
Royal Retreat,Pune,1788,4.8
The Paradise,Pune,3052,3.0
Resort Heaven,Pune,5689,3.5
Palace Oasis,Pune,4687,3.3
The Paradise,Pune,1504,3.8
Lounge Paradise,Pune,4035,4.1
Bistro Heaven,Pune,3445,3.2
Bistro Heaven,Pune,2470,4.6
Cafe Delight,Pune,5811,4.4
Inn Paradise,Ahmedabad,2715,2.7
Lounge Paradise,Ahmedabad,6043,4.0
Royal Retreat,Ahmedabad,2485,2.8
Cafe Terrace,Ahmedabad,6697,5.0
Palace Grill,Ahmedabad,4224,3.6
Plaza Hub,Ahmedabad,6655,4.2
Hotel Terrace,Ahmedabad,4489,3.3
Royal Corner,Ahmedabad,6871,4.3
Resort Delight,Jaipur,5641,4.4
Royal Corner,Jaipur,1659,3.8
Inn Hub,Jaipur,3980,3.5
Garden Spice,Jaipur,1398,3.0
Inn Retreat,Jaipur,3712,3.0
Hotel Heaven,Jaipur,6151,3.0
Plaza Spice,Jaipur,2172,3.1
Cafe Delight,Lucknow,6282,3.0
Lounge Corner,Lucknow,6172,4.3
The Retreat,Lucknow,3425,3.6
Inn Paradise,Lucknow,3648,2.8
Royal Spice,Lucknow,3857,4.6
Resort Heaven,Lucknow,6899,2.8
Bistro Paradise,Delhi,3523,4.7
Plaza Delight,Delhi,3961,3.9
Royal Terrace,Delhi,6384,4.2
The Heaven,Delhi,1576,2.6
Royal Delight,Delhi,910,2.5
Inn Hub,Delhi,3345,3.2
Royal Grill,Delhi,1215,4.0
Bistro Hub,Delhi,5737,3.0
Bistro Terrace,Delhi,2103,3.9
Bistro Corner,Delhi,5997,4.7
Bistro Spice,Mumbai,4376,4.1
Plaza Corner,Mumbai,1233,4.3
Hotel Heaven,Mumbai,1499,2.8
Bistro Grill,Mumbai,3993,4.4
Cafe Spice,Mumbai,4779,2.9
Plaza Grill,Mumbai,3594,3.1
Garden Paradise,Mumbai,4596,3.6
Resort Heaven,Mumbai,4591,3.7
Plaza Hub,Mumbai,5926,3.1
Bistro Grill,Mumbai,1426,4.3
The Corner,Chennai,2402,3.4
Garden Corner,Chennai,6310,3.7
Bistro Terrace,Chennai,5094,4.6
Lounge Heaven,Chennai,4532,4.6
Bistro Corner,Chennai,6224,2.5
Garden Delight,Chennai,3484,3.8
Resort Paradise,Chennai,931,2.6
Plaza Delight,Kolkata,3576,4.4
Hotel Spice,Kolkata,2849,3.2
Hotel Terrace,Kolkata,4775,3.7
Plaza Oasis,Kolkata,5503,4.2
Hotel Grill,Kolkata,3956,4.8
Inn Heaven,Kolkata,2580,4.3
Bistro Hub,Kolkata,5639,3.3
Inn Spice,Bengaluru,4529,3.1
Inn Terrace,Bengaluru,3543,4.8
Garden Retreat,Bengaluru,3259,4.8
The Oasis,Bengaluru,2971,4.7
The Heaven,Bengaluru,4125,3.0
Royal Paradise,Bengaluru,987,3.8
Plaza Delight,Bengaluru,1856,3.8
Resort Grill,Bengaluru,2342,3.7
Royal Paradise,Hyderabad,2996,2.6
Cafe Spice,Hyderabad,5869,3.9
The Paradise,Hyderabad,3952,3.6
Resort Heaven,Hyderabad,1731,3.1
Cafe Corner,Hyderabad,6307,3.9
Plaza Oasis,Hyderabad,4744,4.1
Royal Terrace,Hyderabad,2006,4.8
Palace Corner,Hyderabad,4131,2.9
Garden Paradise,Hyderabad,5556,4.3
Resort Heaven,Hyderabad,1408,3.6
Inn Spice,Pune,2749,3.3
Lounge Heaven,Pune,4711,3.8
Resort Heaven,Pune,6211,2.7
Lounge Terrace,Pune,1942,4.1
Palace Delight,Pune,5397,4.1
Lounge Hub,Pune,4631,3.1
Hotel Hub,Pune,2522,3.7
The Delight,Pune,3177,3.2
Palace Grill,Pune,2081,4.7
Royal Corner,Pune,4002,3.8
Garden Corner,Ahmedabad,849,3.4
Hotel Grill,Ahmedabad,6110,4.5
Royal Oasis,Ahmedabad,6258,3.7
The Heaven,Ahmedabad,1879,2.9
Garden Hub,Ahmedabad,6797,4.4
Lounge Corner,Ahmedabad,2105,4.8
Resort Corner,Ahmedabad,4000,4.9
The Heaven,Ahmedabad,1205,4.2
Resort Retreat,Jaipur,4491,3.4
Palace Spice,Jaipur,3519,2.8
Bistro Delight,Jaipur,5418,2.9
Resort Paradise,Jaipur,6216,4.8
Cafe Delight,Jaipur,2697,4.5
Plaza Corner,Jaipur,4123,5.0
Hotel Hub,Jaipur,6862,4.5
Garden Grill,Lucknow,5266,4.3
Plaza Spice,Lucknow,955,3.4
Resort Retreat,Lucknow,6358,4.4
Resort Corner,Lucknow,3307,4.3
Palace Corner,Lucknow,4368,4.0
Garden Spice,Lucknow,6431,3.0
Palace Paradise,Delhi,1853,4.6
The Heaven,Delhi,5322,3.3
Garden Corner,Delhi,4838,4.8
Lounge Corner,Delhi,5368,4.9
Resort Heaven,Delhi,4176,3.5
The Oasis,Delhi,4847,3.1
Resort Delight,Delhi,4137,4.2
Hotel Delight,Delhi,1191,2.7
Resort Delight,Delhi,3915,4.8
Cafe Delight,Delhi,2500,3.5
Resort Delight,Mumbai,3198,4.7
The Oasis,Mumbai,3034,4.3
Resort Hub,Mumbai,5595,3.4
Plaza Retreat,Mumbai,1434,4.2
Bistro Terrace,Mumbai,2696,3.0
Hotel Oasis,Mumbai,1717,4.5
Palace Paradise,Mumbai,4143,5.0
Resort Grill,Mumbai,5837,3.2
Royal Spice,Mumbai,4844,4.5
Cafe Hub,Mumbai,5239,3.5
Cafe Spice,Chennai,2283,4.2
Hotel Corner,Chennai,5848,4.2
The Spice,Chennai,6263,4.2
Plaza Hub,Chennai,2626,4.8
Hotel Retreat,Chennai,5056,4.5
Bistro Corner,Chennai,5357,4.7
Palace Paradise,Chennai,1034,4.8
Resort Delight,Kolkata,5966,4.7
The Retreat,Kolkata,4236,3.9
Cafe Grill,Kolkata,6195,2.8
Cafe Hub,Kolkata,1317,4.0
Cafe Spice,Kolkata,2594,3.2
Plaza Delight,Kolkata,2656,3.0
Hotel Delight,Kolkata,4471,3.3
Plaza Grill,Bengaluru,5867,2.5
Garden Terrace,Bengaluru,5105,2.6
Bistro Oasis,Bengaluru,5112,4.5
Garden Oasis,Bengaluru,5305,2.8
Inn Terrace,Bengaluru,4937,3.8
Bistro Heaven,Bengaluru,4748,3.1
Lounge Grill,Bengaluru,2743,3.5
Garden Grill,Bengaluru,912,3.8
Lounge Delight,Hyderabad,3999,3.7
Resort Paradise,Hyderabad,1313,2.9
Cafe Grill,Hyderabad,3864,3.8
Inn Spice,Hyderabad,4308,2.6
Plaza Oasis,Hyderabad,2713,4.1
Bistro Oasis,Hyderabad,6240,3.3
Lounge Grill,Hyderabad,4909,3.5
Hotel Terrace,Hyderabad,3956,2.6
The Oasis,Hyderabad,2164,4.5
Royal Retreat,Hyderabad,4545,3.1
Royal Spice,Pune,2758,4.0
Royal Heaven,Pune,2888,3.8
Resort Retreat,Pune,4358,4.2
Cafe Oasis,Pune,2090,3.5
Palace Paradise,Pune,4189,3.8
The Heaven,Pune,4830,3.4
The Retreat,Pune,5600,4.2
Cafe Delight,Pune,3755,4.2
Plaza Spice,Pune,4594,3.3
Bistro Grill,Pune,1139,4.3
Plaza Spice,Ahmedabad,953,4.0
Inn Spice,Ahmedabad,2521,2.7
Bistro Corner,Ahmedabad,4564,4.6
Cafe Spice,Ahmedabad,2758,4.1
Resort Grill,Ahmedabad,2882,4.8
Inn Paradise,Ahmedabad,2997,3.7
The Oasis,Ahmedabad,973,2.8
Lounge Terrace,Ahmedabad,2133,4.0
The Oasis,Jaipur,2927,4.6
Inn Heaven,Jaipur,3979,4.4
Inn Heaven,Jaipur,4670,4.7
Lounge Corner,Jaipur,4748,4.3
Hotel Corner,Jaipur,5870,4.8
Hotel Spice,Jaipur,3771,4.2
Cafe Corner,Jaipur,6545,4.8
Hotel Retreat,Lucknow,2369,4.2
Royal Terrace,Lucknow,1573,2.6
Garden Retreat,Lucknow,4254,4.4
Royal Corner,Lucknow,4361,4.7
Bistro Grill,Lucknow,4782,3.3
Lounge Retreat,Lucknow,6044,3.1
Inn Terrace,Delhi,2251,4.8
Hotel Delight,Delhi,5605,2.7
Bistro Corner,Delhi,4116,3.3
Cafe Terrace,Delhi,4498,3.1
Lounge Spice,Delhi,4785,2.6
Cafe Terrace,Delhi,4281,4.8
Bistro Grill,Delhi,5710,4.6
Bistro Heaven,Delhi,5045,4.2
Resort Terrace,Delhi,5662,3.5
Plaza Heaven,Delhi,6993,4.3
Plaza Spice,Mumbai,3663,4.6
Lounge Spice,Mumbai,5208,4.1
The Terrace,Mumbai,3560,3.5
Bistro Corner,Mumbai,6145,4.4
Inn Grill,Mumbai,3429,4.0
Cafe Corner,Mumbai,1198,2.6
Lounge Paradise,Mumbai,5909,2.9
Palace Delight,Mumbai,5772,4.3
Garden Corner,Mumbai,2223,3.4
Resort Grill,Mumbai,6439,3.2
Plaza Oasis,Chennai,3625,3.3
Palace Grill,Chennai,3059,3.3
Resort Retreat,Chennai,6997,3.8
Bistro Corner,Chennai,5375,4.4
Cafe Spice,Chennai,3213,4.3
Plaza Corner,Chennai,2583,3.5
Inn Paradise,Chennai,3126,4.8
Palace Grill,Kolkata,5095,4.6
Lounge Terrace,Kolkata,4010,2.8
Plaza Delight,Kolkata,4799,2.6
Cafe Grill,Kolkata,1434,4.0
Bistro Terrace,Kolkata,2439,3.1
Garden Oasis,Kolkata,5991,4.9
Plaza Delight,Kolkata,1692,4.5
Hotel Delight,Bengaluru,2502,3.1
Hotel Retreat,Bengaluru,6855,2.6
Palace Corner,Bengaluru,6113,4.2
The Terrace,Bengaluru,6291,3.9
Palace Spice,Bengaluru,3150,4.3
The Paradise,Bengaluru,3075,4.0
Resort Hub,Bengaluru,5645,3.8
Resort Retreat,Bengaluru,1595,4.4
Lounge Retreat,Hyderabad,6310,3.2
Royal Delight,Hyderabad,4793,3.7
Resort Oasis,Hyderabad,2054,2.5
Cafe Terrace,Hyderabad,3046,3.1
Palace Oasis,Hyderabad,818,4.5
Bistro Paradise,Hyderabad,1237,3.9
Palace Heaven,Hyderabad,4959,3.0
Resort Retreat,Hyderabad,6690,4.4
Cafe Spice,Hyderabad,6117,4.4
Hotel Grill,Hyderabad,972,2.5
Lounge Retreat,Pune,3887,3.3
The Spice,Pune,2667,2.8
Plaza Oasis,Pune,6488,3.9
Inn Corner,Pune,6905,2.6
The Spice,Pune,4194,3.1
Inn Oasis,Pune,6749,4.4
Plaza Heaven,Pune,1617,3.9
The Spice,Pune,3358,3.5
Bistro Terrace,Pune,3946,3.8
Hotel Oasis,Pune,5852,3.8
Palace Spice,Ahmedabad,6679,3.7
Palace Terrace,Ahmedabad,5277,4.5
Inn Corner,Ahmedabad,2714,3.8
Lounge Corner,Ahmedabad,3454,4.7
Plaza Oasis,Ahmedabad,979,3.6
The Paradise,Ahmedabad,2997,3.7
Lounge Paradise,Ahmedabad,2366,3.1
Cafe Paradise,Ahmedabad,6372,4.1
Bistro Paradise,Jaipur,5767,3.6
Bistro Grill,Jaipur,1256,3.5
Royal Hub,Jaipur,6799,2.5
Bistro Paradise,Jaipur,2601,3.3
Garden Corner,Jaipur,6690,2.7
Inn Spice,Jaipur,2646,4.7
The Heaven,Jaipur,1162,3.2
Royal Spice,Lucknow,6358,3.8
Bistro Grill,Lucknow,1278,4.1
Bistro Grill,Lucknow,5485,4.0
Cafe Terrace,Lucknow,3579,3.8
Resort Terrace,Lucknow,4614,4.3
Cafe Retreat,Lucknow,2171,4.4
Royal Corner,Delhi,2570,4.1
Garden Heaven,Delhi,6944,3.9
Lounge Spice,Delhi,1929,4.0
Lounge Grill,Delhi,1510,4.9
Hotel Oasis,Delhi,4437,3.7
Plaza Spice,Delhi,6686,3.3
Bistro Heaven,Delhi,3756,4.0
Palace Hub,Delhi,2336,4.9
Bistro Hub,Delhi,4610,3.3
Bistro Retreat,Delhi,2356,4.8
Bistro Terrace,Mumbai,5772,3.4
Garden Heaven,Mumbai,4554,4.3
Royal Hub,Mumbai,2908,2.8
Resort Oasis,Mumbai,3750,3.4
The Grill,Mumbai,2252,3.1
Palace Paradise,Mumbai,5634,4.1
Resort Retreat,Mumbai,6344,4.6
Royal Heaven,Mumbai,4330,4.4
Hotel Grill,Mumbai,3875,4.2
The Paradise,Mumbai,5682,3.8
Inn Corner,Chennai,2933,4.9
Inn Delight,Chennai,4640,3.0
Garden Corner,Chennai,3294,3.5
Inn Spice,Chennai,5428,4.5
Cafe Terrace,Chennai,816,3.2
Inn Terrace,Chennai,1752,4.6
Cafe Retreat,Chennai,2062,3.6
Lounge Grill,Kolkata,1869,2.9
Plaza Delight,Kolkata,3536,3.1
Lounge Grill,Kolkata,5829,4.5
Garden Oasis,Kolkata,3822,3.4
